21 -8
38 -17
1 -8
24 8
30 30
1 -8
8 12
9 -12
69 -29
38 -2
42 0
50 -2
1 0
17 -18
28 -17
32 -10
50 -5
47 -15
27 0
16 1
42 2
1 2
35 18
65 0
1 16
17 12
1 3
5 -30
56 -30
21 10
31 -30
39 23
40 -13
29 -16
2 10
12 21
59 16
21 2
63 -30
48 -21
1 -8
51 -20
1 7
8 1
55 30
4 4
34 -24
31 -22
17 0
31 13
33 -1
1 30
8 0
34 20
5 -9
38 3
15 23
37 -1
45 -30
33 30
10 30
6 20
12 11
52 -5
41 0
27 -1
36 -23
37 30
67 30
41 30
23 -18
12 -9
27 16
23 -30
58 30
20 0
35 -14
55 24
15 30
42 3
1 -9
5 -11
39 4
9 -10
20 -3
37 30
39 -15
24 -10
93 -3
33 -20
23 -6
72 -1
10 6
51 12
9 25
41 6
27 14
1 -7
11 -30
25 -14
42 1
45 30
17 4
13 -29
10 22
31 25
42 -3
6 -13
52 13
1 -30
10 3
17 27
4 -14
22 -6
2 3
1 30
19 -20
31 21
38 1
6 1
3 -3
46 -15
20 -30
1 -1
28 7
20 -17
18 8
22 14
24 14
1 12
17 14
14 -14
14 23
40 13
1 -20
24 -30
21 -13
36 -25
22 20
27 -4
10 -22
20 24
6 14
45 3
19 -30
1 1
34 16
27 -30
20 -4
43 -3
17 10
54 -30
23 30
19 -17
34 -2
7 -13
7 -30
48 -30
8 9
24 17
1 8
9 -30
10 -25
3 29
29 2
20 -10
11 21
23 30
1 4
35 -30
1 6
11 8
1 3
26 -4
24 -30
15 -11
55 8
75 12
1 -22
1 0
1 -11
39 -23
32 16
63 -12
7 9
1 10
35 -23
48 -19
10 30
61 -21
27 7
64 20
2 -2
24 -7
19 12
43 -11
33 14
23 1
12 -30
1 -8
1 14
25 -30
8 -14
28 -6
55 6
22 -30
16 -4
14 11
1 3
21 -4
23 17
39 12
22 -10
28 -22
34 17
25 7
10 15
41 -1
56 30
21 -30
1 12
36 1
43 -13
31 5
16 23
55 24
42 2
28 3
1 -1
17 30
40 -9
25 -12
10 -19
33 6
47 16
9 -30
24 30
11 4
25 30
18 19
31 -17
20 -30
44 13
31 13
8 -24
56 7
38 -5
18 -2
5 -24
29 20
29 5
49 -30
1 30
56 18
58 30
22 15
18 13
25 -30
38 4
35 15
2 24
24 -14
21 -30
60 -11
45 2
36 -7
40 15
37 -2
19 1
47 8
1 1
33 12
17 22
40 -12
16 2
33 23
1 0
59 14
17 2
22 9
1 -4
41 -6
19 -3
34 -15
26 8
22 -5
10 30
18 -16
29 21
23 30
8 -3
65 -24
9 20
1 -14
11 7
28 17
65 30
1 -11
35 8
39 5
43 14
39 8
12 -23
54 7
10 -30
35 -30
46 20
22 -8
57 -1
21 21
7 -7
13 30
43 18
43 -28
56 0
9 30
4 -30
13 0
3 -9
37 17
32 12
35 -6
1 7
59 6
12 8
10 24
64 6
15 15
1 1
23 21
1 -12
26 0
65 -16
37 -4
10 22
8 -6
32 -30
41 7
30 7
1 25
52 7
30 -22
20 -4
42 28
16 -30
52 -3
26 -14
42 -8
19 30
1 -6
13 -7
7 -18
20 -1
1 -6
61 4
79 -30
15 -16
15 4
19 14
31 -7
49 -24
1 0
13 9
17 9
12 -8
19 -11
33 2
8 -13
16 -23
20 13
2 -18
31 -21
33 17
3 -16
23 -30
1 -19
12 -19
51 -4
14 0
25 -28
45 -30
6 -8
12 30
21 0
22 0
34 17
43 21
1 -14
35 -24
48 22
34 10
36 -3
1 -7
1 15
1 20
36 7
17 1
1 -17
18 -5
24 7
3 -30
36 -12
1 7
1 7
41 3
10 10
25 -27
14 9
3 14
22 -24
41 -30
16 30
53 16
34 -30
47 -5
43 -13
29 16
2 -27
27 -16
51 -24
63 -8
35 -15
22 5
57 -22
1 18
10 -8
21 -16
65 -12
12 -5
31 0
1 15
2 -29
44 30
25 30
58 30
8 3
56 7
35 1
6 0
24 14
27 -23
13 3
65 -4
1 28
25 -30
7 -30
86 12
68 30
37 -20
44 -8
54 30
7 -11
34 1
25 30
1 22
28 30
31 17
26 30
31 -19
8 -26
38 1
5 -19
6 1
40 1
44 -13
54 -7
30 26
49 1
38 -1
25 -4
1 10
29 -28
27 30
35 5
37 16
16 -2
10 -15
22 -7
21 21
34 -30
28 -2
1 -2
6 -30
22 3
23 15
42 -10
38 0
44 -8
2 29
5 9
14 8
12 -30
18 30
22 -30
35 19
1 12
2 30
1 29
19 12
25 14
29 17
45 -11
1 -12
55 17
27 -3
13 2
37 13
15 0
3 -11
22 -20
19 -28
22 -15
12 -8
41 2
18 7
1 12
23 -30
1 10
28 3
21 -7
6 30
32 10
33 -2
1 -4
1 -3
25 -8
34 -30
29 2
40 19
29 9
34 -11
18 -28
42 26
30 -2
1 -24
3 -8
21 -8
32 21
1 14
1 0
58 -30
18 30
70 5
7 -11
6 -9
7 -17
24 -27
52 -20
51 -19
7 -3
1 30
1 -2
10 30
87 -26
19 -25
4 0
4 -1
36 8
46 -8
21 0
36 14
10 14
1 -8
35 11
26 -16
66 -8
3 -24
83 1
18 0
64 -4
21 -5
7 12
31 4
41 -14
22 0
4 15
23 30
14 -6
5 5
36 7
1 -17
25 -6
39 15
25 2
1 10
18 15
46 -2
49 10
22 30
30 18
19 -17
6 -28
58 4
1 -7
1 -19
37 -5
6 -13
17 4
41 -13
39 30
31 8
22 20
42 -10
23 -7
19 25
32 -21
35 11
34 -5
48 14
48 19
21 2
1 -4
25 30
4 -13
38 0
29 -25
50 0
17 -16
32 -29
23 -10
33 30
39 -15
14 2
23 0
29 -17
1 14
57 -21
12 -21
35 30
39 4
31 -11
29 9
71 -1
25 29
7 -26
36 -2
63 -1
10 30
34 -17
8 17
49 -28
3 29
9 10
35 3
53 7
58 -19
21 9
34 -7
38 -24
33 18
38 -6
27 -1
44 -17
56 30
43 -11
18 -22
1 10
26 -4
20 -30
40 22
17 7
44 4
61 11
49 30
52 11
1 1
1 7
17 -21
4 -26
1 10
62 30
10 9
1 -12
80 -13
31 16
31 4
27 16
1 30
21 14
36 -20
2 21
34 24
1 2
50 -20
52 5
10 28
2 -7
16 -20
60 -30
20 -24
71 13
45 17
17 -29
29 1
38 13
50 -13
62 -17
24 -4
39 30
28 7
1 7
18 -26
20 30
4 -17
43 15
32 -8
23 30
19 -30
37 22
29 3
10 -21
35 -11
6 9
27 -30
16 24
35 -10
20 23
26 -5
52 0
16 13
1 30
25 0
31 -10
8 25
53 30
48 10
24 -6
28 12
23 -28
39 12
8 12
1 30
25 30
29 30
27 30
1 0
14 1
24 -30
40 -15
38 1
8 -26
9 -13
12 -30
20 18
39 1
30 -17
45 -30
8 -14
1 -30
72 13
7 29
1 -18
56 15
22 0
14 15
1 1
50 10
40 -26
15 9
22 -28
1 18
46 9
6 10
24 -2
9 -6
25 -30
12 -23
23 4
23 30
5 -20
26 -8
12 -2
9 -30
24 -16
13 10
1 18
11 25
28 13
33 5
52 14
11 -2
33 3
24 11
16 -28
41 -2
33 -1
26 21
26 27
37 18
41 -6
43 -2
24 -19
26 2
28 6
29 26
53 30
28 -12
9 6
1 -2
34 -29
48 -28
30 -20
21 -21
41 18
37 16
68 -27
11 -16
44 -30
29 4
17 -18
84 5
1 -12
16 25
29 -23
1 30
35 30
30 12
1 -16
59 -16
30 29
36 17
22 3
56 -18
54 -29
30 9
1 -19
54 17
1 -12
27 30
22 -5
27 26
13 30
28 -30
59 2
6 -26
1 -5
46 9
18 -6
3 21
27 -20
51 0
23 -4
23 13
22 -16
14 -5
1 -12
44 -20
18 -30
2 24
47 -6
32 -4
8 -29
23 0
37 15
34 30
48 17
22 8
5 -30
22 9
1 0
42 -26
11 17
45 4
25 27
32 -3
51 8
34 4
57 22
1 22
28 -9
33 24
38 3
9 -19
29 25
11 -30
29 0
40 -27
29 30
76 -6
1 29
26 30
65 3
7 -27
28 6
5 -6
66 -1
55 24
50 -30
10 -16
1 30
43 -21
27 -17
46 10
1 -21
22 14
26 -5
1 12
12 1
39 28
41 6
1 -4
54 -7
17 20
1 -2
11 13
1 0
36 7
48 30
36 -30
46 -30
13 7
8 2
13 -20
49 -22
43 16
33 -8
39 -14
12 9
44 20
4 10
61 -9
8 -7
1 -1
71 30
48 -5
68 5
15 19
19 30
50 12
25 -30
35 23
57 18
49 -10
38 3
31 -9
28 -19
20 8
33 14
1 -14
49 7
25 -20
48 -21
26 -6
27 15
57 -21
21 25
9 -4
43 3
79 1
18 30
30 -11
13 -3
10 25
22 30
35 17
29 -30
44 15
37 4
1 -30
9 6
26 -5
51 -19
25 -8
37 30
44 -30
13 12
14 -17
7 -18
11 4
18 -7
42 -12
24 -30
65 -16
14 -30
25 5
3 -6
1 -14
5 -4
9 30
51 -10
41 23
43 10
25 -27
8 -17
30 -10
1 -25
1 -5
41 -2
38 -14
35 20
5 -12
29 30
22 -1
34 -8
36 16
8 9
29 -6
36 10
55 -7
66 10
35 6
10 1
9 -10
32 -5
45 -14
32 10
20 4
10 30
11 -16
33 -29
11 -18
1 -30
1 -3
1 1
1 -18
22 -7
26 -30
29 -20
1 -15
2 30
52 4
68 1
15 0
4 -11
49 -26
15 30
25 0
39 30
1 -9
17 18
13 -25
13 8
47 3
5 12
5 -5
59 30
1 16
14 -15
29 -18
37 8
36 -3
32 7
1 14
20 9
19 2
14 11
38 -3
77 24
1 -8
27 -16
1 30
15 7
30 -4
48 -7
1 12
4 13
42 2
13 -3
38 5
1 -29
10 6
36 -3
32 -15
1 -13
16 -30
5 30
21 0
49 -21
40 0
1 10
33 1
1 -5
13 -4
46 -6
1 1
1 -17
64 0
43 10
1 30
37 -7
7 0
38 1
59 -14
9 -21
1 24
31 -30
11 -13
8 -5
45 -8
1 -24
59 -9
43 -8
33 -25
75 30
44 -2
36 -18
8 30
1 -14
27 14
1 12
5 0
16 16
24 21
61 -27
58 -28
85 30
8 -23
23 30
20 -15
41 -16
13 1
26 30
18 15
4 -22
8 4
38 30
34 -13
13 -14
29 -23
10 -11
1 -25
1 1
24 26
33 16
59 10
1 -8
15 30
30 30
1 3
7 27
19 -2
28 -2
29 -19
39 -24
26 30
5 -24
2 20
32 30
40 5
1 -25
42 10
12 -28
1 -27
39 -11
27 20
12 22
10 -27
7 -25
46 -17
27 9
18 -14
1 -27
22 16
24 -4
45 -30
41 12
42 -30
14 -10
21 -5
58 10
11 -8
18 -4
22 -19
1 -4
34 11
39 27
36 -3
34 27
55 14
37 25
18 1
29 3
61 -30
15 2
1 28
23 19
40 6
15 -30
54 16
47 5
37 30
21 8
42 -2
20 10
16 17
68 19
37 2
26 7
15 15
46 -12
47 2
42 -16
19 -27
1 -3
31 3
1 9
31 30
64 1
1 8
30 27
58 -23
1 8
55 0
18 16
34 -12
18 -11
10 -12
31 -8
23 12
17 -5
71 1
1 -14
1 10
5 22
1 -6
55 4
2 30
28 29
9 5
2 6
31 -1
26 21
23 24
30 -13
36 11
19 2
22 8
29 17
27 5
23 19
28 11
12 -18
35 3
17 16
33 30
2 15
32 -10
20 9
37 -25
39 26
16 -4
59 -30
34 22
50 -30
8 -11
40 19
76 8
36 30
18 -9
55 7
48 -17
46 28
23 16
19 -11
14 -29
1 5
18 -6
33 -24
20 8
54 -15
1 -4
68 -2
7 14
8 30
13 26
1 6
44 -5
74 -3
27 29
28 24
7 8
22 20
12 0
21 30
31 -18
21 -16
11 0
48 0
4 11
41 -22
1 5
48 30
1 30
16 -2
14 -23
33 0
20 -4
11 -4
1 -30
52 -2
8 1
12 17
1 6
33 -19
7 8
30 6
7 -27
10 -18
36 -4
47 -6
24 11
20 -10
7 9
1 -17
1 7
43 16
25 14
32 7
24 11
6 16
60 -17
12 1
1 -30
21 -16
32 -13
20 29
24 30
1 28
31 -13
19 -11
17 30
23 18
7 27
2 8
24 30
50 -2
15 1
19 5
19 -30
14 -14
1 -4
1 -23
31 13
33 -16
1 -3
40 26
23 -19
1 8
1 -7
25 10
9 1
59 -11
50 -27
28 -3
23 -3
1 -17
33 2
50 12
1 -30
61 23
34 12
1 -26
6 26
1 2
41 -23
49 -6
7 -30
48 12
1 -11
34 -21
37 -11
11 1
1 -30
35 3
62 -12
19 14
1 7
11 19
51 6
18 -16
35 9
26 4
41 -23
9 -27
11 4
41 -22
1 20
7 0
38 9
28 5
38 15
18 4
7 -4
24 -30
9 30
73 5
40 29
22 -7
23 18
27 27
12 -7
1 -12
48 -7
33 1
22 0
64 20
27 -30
29 -3
35 29
33 7
41 -11
1 -4
34 20
18 -28
12 -16
34 19
1 -21
22 -5
7 -7
22 2
1 -1
36 11
32 -7
24 30
13 -30
32 -18
29 21
1 -30
1 -9
32 -9
49 12
48 5
1 3
7 30
1 -2
13 -17
11 0
8 18
26 -13
1 -19
57 -21
1 16
8 -11
30 -30
14 13
34 -1
32 13
11 21
24 5
18 8
3 -13
13 9
56 5
36 29
10 -30
51 -2
33 -3
22 15
26 4
56 3
48 1
24 -20
27 3
33 -13
40 -2
1 -2
53 15
31 21
66 -18
30 24
72 -13
48 29
5 30
7 -30
24 -18
70 6
12 22
17 17
32 -22
24 2
25 -20
65 -6
22 -16
1 -30
39 -30
17 20
17 8
16 -30
57 30
51 -6
56 -9
33 19
1 4
29 14
1 30
32 10
34 -22
30 -13
38 -3
1 13
51 15
1 -20
35 1
46 7
12 -1
36 18
14 -16
26 7
1 15
24 -15
1 30
28 -12
39 -8
24 -21
16 27
3 -26
9 -2
43 -29
29 -19
18 4
33 2
43 30
17 -20
1 -14
36 9
15 6
49 -1
28 7
1 24
26 -1
61 3
26 11
1 -26
5 11
40 29
1 -16
47 -21
49 -20
9 0
8 -30
16 10
4 13
38 -12
1 20
18 -30
24 7
14 0
18 8
23 -1
29 -16
15 -15
1 16
6 17
13 30
9 -20
18 8
34 0
24 10
16 5
38 15
44 21
34 -9
28 25
7 -21
7 25
30 21
31 29
17 5
1 14
29 -18
1 -24
37 6
54 19
43 1
28 -1
61 7
1 -18
38 30
36 8
55 -1
19 -18
1 7
4 -12
14 -21
51 2
39 14
9 -20
17 -6
1 -2
39 20
21 -24
3 0
38 -10
36 2
32 6
40 -7
3 -6
40 13
46 -9
33 3
29 -5
40 1
1 12
16 -4
3 -13
39 0
28 15
26 -30
2 30
19 7
64 -4
8 0
31 -4
52 -22
31 -20
24 -1
24 3
41 -6
52 9
29 -13
29 -25
29 4
35 5
1 -5
40 -8
35 -20
12 4
8 -6
10 -30
24 11
1 -12
1 -25
1 0
1 -11
62 28
13 27
36 30
1 -4
21 17
16 -1
47 10
1 30
44 13
46 3
1 -16
58 -5
38 -1
25 -7
31 -9
37 -10
41 -26
56 -13
24 30
55 -24
36 29
10 -17
2 22
1 -29
1 -28
38 13
28 5
20 -10
1 15
53 -22
9 9
25 -30
35 11
55 -30
43 0
1 -18
21 21
1 -3
1 -16
4 -16
28 -16
22 6
17 5
3 6
24 -2
13 12
1 0
36 3
40 -15
14 18
25 8
44 -22
54 -19
49 -19
18 29
55 10
1 -5
1 8
28 18
32 -18
52 10
13 -4
23 30
35 -11
15 -6
12 6
36 -25
21 -12
23 -1
38 -19
8 25
20 -30
13 -18
44 -2
87 6
9 30
18 8
1 -7
7 5
41 30
20 10
8 7
29 -30
29 -22
19 -24
46 21
36 17
16 2
1 -3
42 -30
15 11
17 -26
29 2
4 -29
6 20
11 -7
15 2
32 25
32 13
63 -10
41 -4
17 12
36 10
1 15
33 -7
1 -17
11 -29
67 -11
1 2
34 16
1 -15
41 30
1 0
16 -30
24 -15
23 8
33 -27
42 30
26 -8
38 30
5 -14
15 -30
4 5
14 11
34 -12
24 17
36 2
51 -16
42 -11
22 22
34 13
9 -9
31 15
39 22
43 19
35 5
31 30
45 -14
43 16
90 10
1 -9
43 -17
42 -30
13 -2
9 13
46 -29
1 -8
37 0
21 1
41 -28
9 -7
21 8
33 10
34 -11
9 1
10 20
62 -5
35 6
20 6
6 30
36 27
1 29
23 -27
2 -8
67 19
20 6
1 6
55 18
1 0
9 17
35 -15
21 -17
31 30
1 12
33 -8
41 -12
34 -8
19 -5
50 -5
9 -6
81 30
1 -25
15 -2
27 30
56 -1
36 6
29 -4
20 4
6 26
5 29
1 9
55 -9
1 -9
1 4
10 -30
12 -30
21 17
3 -14
10 -14
23 30
36 11
19 -4
1 -2
12 0
1 -19
32 15
1 18
11 -22
32 -3
17 30
52 2
19 -9
1 -5
4 5
31 -26
23 23
30 12
24 15
3 17
25 30
37 8
27 -1
64 -8
13 -11
19 12
6 -6
28 10
31 3
33 30
46 -3
10 3
42 -30
1 -17
1 -13
47 -2
1 7
1 -13
1 8
27 -5
37 0
33 30
39 1
45 -1
1 8
20 -30
55 -25
30 25
11 0
41 -6
37 0
1 3
19 -30
47 10
1 -5
31 -26
12 10
14 -2
19 -25
7 0
40 7
66 -11
1 2
6 -14
15 -25
25 28
10 8
70 24
1 17
43 -10
7 8
15 30
1 3
1 6
41 1
24 21
52 13
8 -4
1 -30
6 -22
32 -5
40 -30
45 21
16 3
13 0
4 -26
21 -27
36 -30
53 1
33 -13
16 -7
8 24
77 -8
35 -30
25 -22
45 8
25 30
35 30
1 -16
1 -8
37 -30
24 15
3 -20
28 -6
1 -4
25 -27
24 -10
57 -4
1 -28
38 30
26 -7
27 12
1 -9
1 -7
1 27
40 17
9 0
32 18
35 27
33 13
49 -6
32 -28
15 -3
48 15
42 10
27 -6
1 8
7 0
1 24
41 0
1 -23
6 30
47 -5
28 25
29 -1
19 -9
50 4
1 -8
13 1
39 1
15 30
1 -15
55 -23
11 5
37 -24
48 15
60 15
36 -3
46 -14
11 -30
5 -3
9 30
10 -4
37 0
10 -14
7 14
14 1
18 29
5 30
48 12
48 16
31 28
11 -8
23 -1
5 -15
1 -16
27 22
7 10
1 -14
50 30
24 -30
23 -12
20 30
19 16
11 11
24 15
9 0
1 3
20 -30
6 13
16 -27
33 -30
4 1
22 30
26 12
6 -30
48 12
29 -26
26 -12
26 10
24 -28
26 2
28 30
6 12
31 16
48 2
2 -27
65 13
8 28
33 3
11 -3
15 -30
42 6
33 16
24 6
50 -14
40 -6
40 -2
9 6
14 -19
32 4
16 0
14 0
45 27
26 30
42 -28
7 24
36 0
20 -6
13 -30
20 18
63 -19
20 17
27 30
1 -8
4 13
18 30
9 18
42 -5
54 25
9 -29
1 10
44 11
43 9
34 -16
1 4
18 -30
30 -22
31 -10
35 30
23 0
1 -30
30 19
13 -30
55 14
4 30
50 -3
22 1
35 -29
4 -29
1 21
18 -4
29 18
34 -17
51 11
1 -24
48 24
1 -8
1 -6
33 -3
44 7
42 -12
24 -3
1 -29
31 7
1 24
12 21
19 12
44 -7
12 -30
53 -19
51 30
13 -15
9 17
23 -30
25 26
43 -4
33 -7
15 -24
10 -6
33 -10
60 -16
1 30
7 -1
25 -6
32 -3
2 -15
22 3
35 2
1 1
1 14
34 0
33 -30
45 -2
29 -30
54 -27
43 12
14 22
55 -17
15 0
9 -29
76 9
59 -9
1 -14
9 5
34 17
72 -24
8 4
48 17
28 1
51 -2
47 -23
35 24
1 21
6 -9
3 -5
38 30
19 -7
12 17
1 14
36 -8
38 26
37 5
17 -28
18 -23
13 -7
50 -9
51 6
42 -8
17 -30
12 16
33 2
45 -13
1 -17
13 -13
15 -6
30 20
35 20
40 -2
13 -2
18 5
41 28
22 26
45 7
11 10
23 4
11 3
1 -16
1 -20
45 -5
18 19
24 -16
23 1
54 -12
31 30
1 12
26 -8
54 1
15 -2
58 -8
6 23
25 -3
34 13
2 7
28 13
1 -19
18 12
22 -26
26 30
52 -12
29 7
30 -14
39 -1
24 30
25 -1
32 0
30 8
1 5
24 30
50 30
1 0
23 0
35 -2
1 0
22 22
25 -30
45 -3
7 -28
35 -5
49 -30
2 -11
24 13
30 9
26 -10
16 7
23 0
24 -14
26 -30
10 0
6 -29
22 -24
20 -11
36 -4
18 3
31 7
12 8
18 26
60 6
30 -4
43 4
51 -6
10 25
54 7
4 24
34 1
91 0
32 -10
52 -30
40 -14
8 5
38 21
31 15
47 3
35 -12
40 -1
9 21
16 -11
57 -5
1 5
30 -9
52 1
12 2
41 2
1 -6
1 -1
35 0
1 -17
20 20
1 -12
25 -26
38 30
34 3
45 19
41 -30
4 -30
25 -1
16 4
11 -4
1 14
1 2
14 7
1 -22
42 17
47 14
20 -1
48 -14
46 1
21 15
33 -13
1 10
22 -23
29 -18
40 -2
8 8
53 6
69 19
18 -1
1 -13
63 1
15 -29
1 -23
28 2
37 6
18 -30
23 -23
21 -5
48 -19
1 6
20 30
46 -1
54 -25
1 13
19 -14
22 -14
53 -9
29 6
2 25
42 20
24 0
46 -30
32 12
5 -24
36 15
1 2
27 -30
67 5
21 -25
16 -30
15 -21
61 -8
48 16
42 -13
28 30
10 7
45 -21
5 -1
1 -5
42 -14
1 20
1 -5
14 -30
67 -24
28 -11
5 -10
12 11
32 25
1 6
11 21
7 7
35 3
13 -23
41 10
1 0
16 -9
1 -30
36 30
57 -5
53 -2
1 -6
31 -6
51 7
44 12
34 19
1 -26
28 9
29 13
49 -5
4 14
35 11
52 30
21 -16
29 -3
19 28
1 -11
51 -23
10 -30
26 -23
44 -26
14 -20
30 7
41 5
4 20
38 14
4 27
33 3
12 -18
20 30
60 3
66 13
1 13
51 -8
10 16
25 19
36 -21
41 -7
1 30
26 -11
44 5
27 22
57 -9
1 -21
45 1
48 -1
57 19
53 18
35 16
1 28
1 8
1 -17
42 12
11 -25
30 -21
11 -30
7 -14
30 -9
19 20
7 19
54 -30
29 4
44 30
20 -7
1 4
23 0
1 20
1 8
20 0
26 20
13 6
35 12
16 -12
22 -5
50 10
86 -4
55 1
20 -12
27 5
59 30
18 13
61 16
41 -19
34 -11
31 13
36 -10
47 22
23 24
50 -30
48 -16
33 17
38 0
36 11
48 30
29 -9
20 -15
1 21
32 30
1 12
1 -30
54 -14
17 -30
43 5
1 23
23 -5
26 27
23 -18
25 -30
6 11
50 8
38 5
29 2
1 30
60 0
32 -19
24 -18
16 -11
27 -1
64 8
24 -9
56 -30
55 -13
49 -11
15 5
31 -5
18 -30
56 27
2 9
21 18
36 1
10 -9
35 30
31 12
24 18
31 30
1 12
31 11
30 -18
35 -7
12 30
9 -4
19 -11
10 -5
24 -18
56 19
39 -21
60 -30
10 -7
34 20
20 -4
4 -15
42 -26
19 -8
11 -6
1 30
48 9
7 24
41 -25
25 -5
20 7
18 -3
21 16
30 -20
3 -6
32 0
19 13
10 30
26 -3
62 -6
1 15
37 26
1 -26
1 22
35 4
80 11
46 13
1 -3
34 30
39 -2
58 20
18 30
25 30
